"","cell_clustering","CD11c","Tbet","Ly6C","CD62L","Gata3","CD49b","IgM","CD8a","Foxp3","CD5","CD38","CD45R","CD69","F4_80","CD11b_Mac1","CD25_IL2R","Ly6G","CD19","CD3e","ROR_gamma_t","CD206_MMR","CD44","CD4","CD117_ckit","I_A_I_E_MHC_class_II","FceR1a","proportion"
"30",30,0,0,0,1.57047914749106,0,0,1.54323820656515,0,0,0,2.60193570762806,1.17364779207938,0,0,0,0,0,2.24770137550589,0,0.101119159599932,0,1.45917558737135,0.073240592734132,0.352148107843577,5.83206997508216,1.05100137562766,0.27
"31",31,0,0,0,2.62376633793658,0,0,1.56526581661743,0,0,0,2.08903611161112,0.421170814961298,0,0,0,0,0,2.24422767492061,0,0.084473819973332,0,2.14413005801498,0.00431849117037173,0,4.81414703662879,0.0920376291392146,0.28
"32",32,0,0,0,2.51951053884773,0,0,0.232084914057521,0,0,0,2.51323852124135,0.612129919447857,0,0,0,0,0,2.55702647899774,0,0.120356526057471,0,2.61697791002933,0.301527328632348,0.0650053584938277,5.31982530241673,0.369142451515954,0.21
"33",33,0,0,0,1.50871141478904,0,0,0.263117447222255,0,0,0,2.28119028115514,1.18862468314792,0,0,0,0,0,2.1322241943579,0,0.00995295602450757,0,1.32818131277877,0,0.0103389224247551,5.30830471239574,0.229025100712546,0.34
"34",34,0,0,0,1.30959265620424,0,0,1.16181751480872,0,0,0,1.46660987192018,1.16793038094358,0,0,0,0,0,1.83960010277672,0,0,0,1.30514162210708,0,0,4.77786489201682,0.118406868393486,0.32
"35",35,0,0,0,2.03526754216149,0,0,0.519891144158873,0,0,0,1.99448507257925,0.540679568632472,0,0,0,0,0,1.88558712769554,0,1.31949307333517,0,1.09934218948436,0,0,5.03079682609103,0.168411235797925,0.3
"36",36,0,0,0,1.52125629982746,0,0,0.224456873545879,0,0,0,0.819208132526108,0.278845396157256,0,0,0,0,0,0.956081705115625,0,0.0399895351619056,0,1.40300460403922,0,0,4.13615765169459,0,0.26
"37",37,0,0,0,1.4280552035847,0,0,0.285291046077171,0,0,0,0.664498680387933,0.349417543993152,0,0,0,0,0,1.9716373616655,0,0,0,1.34271120961594,0,0,4.46236897268924,0.0285118333732301,0.26
"38",38,0,0,0,0.046540837582789,0,0,0.0882190201102745,0,0,0,2.11254244676912,0.276410847876702,0,0,0,0,0,2.22088617629879,0,0,0,1.26749143450767,0,0.00944427219260833,5.22365875693028,0.300436835985571,0.45
"39",39,0,0,0,0,0,0,0,0,0,0,2.04511780720001,0.279659636472252,0,0,0,0,0,2.45696614634775,0,0.061665213061766,0,2.55428941786338,0.122425671887661,0,4.31795281010738,0,0.23
"40",40,0,0,0,0,0,0,0,0,0,0,1.72028461942393,0.183273155800176,0,0,0,0,0,1.58331508216257,0,0,0,1.32713539548378,0,0,4.42272264419631,0.00273965729365161,0.47
"41",41,0,0,0,0.168616384005184,0,0,2.22573672525801,0,0,0,1.41356958051619,1.2982980018003,0,0,0,0,0,2.17622682601148,0,0,0,1.84358847617428,0,0,4.6394460666493,0.0575047252579375,0.23
"42",42,0,0,0,0.118534242676607,0,0,1.41211087890454,0,0,0,2.547795329982,0.4511317009325,0,0,0,0,0,2.24661740032909,0,0,0,1.55407483721434,0.0177584820958689,0.170962028229928,5.65562820301611,0.838377020525416,0.31
"43",43,0,0,0,2.03104092042264,0,0,1.50557320716236,0,0,0,2.37059514226796,1.32540832606323,0,0,0,0,0,2.47113070634459,0,0,0,1.3754466165039,0,0.043390235480823,5.34344555614847,0.26201136064294,0.36
"44",44,0,0,0,3.04506192873869,0,0,1.68729709101607,0,0,0,2.28166711846017,1.21447793526512,0,0,0,0,0,2.49252489426517,0,0.0510330534431832,0,1.2932382620943,0,0,5.16392748684791,0.165241311860659,0.32
"45",45,0,0,0,1.08187345168038,0,0,1.19501695339746,0,0,0,2.17516235051408,0.438006479395407,0,0,0,0,0,2.32993418108479,0,0.00817081330194868,0,1.28597663954835,0,0,5.12641389352882,0.195911281255134,0.35
"46",46,0,0,0,1.65533473095011,0,0,1.77881041462656,0,0,0,2.43540858033976,0.490648938158137,0,0,0,0,0,2.35655747823019,0,0.0786464850367934,0,2.18961694517878,0.0694276429026148,0.0759559966007577,5.40058905294362,0.390743775089147,0.29
"47",47,0,0,0,1.75856662208545,0,0,2.35424485824745,0,0,0,2.54381329253947,0.490602816969811,0,0,0,0,0,2.44032185028163,0,0,0,1.15865305918458,0,0.11333453730517,5.52902187162386,0.484390751937329,0.33
"48",48,0,0,0,2.44770662169498,0,0,2.19926803547487,0,0,0,2.33500202818427,0.921054748423697,0,0,0,0,0,2.29296385022845,0,1.44508743354265,0,1.51354557772791,0,0,5.20086936102667,0.248988758421077,0.26
"49",49,0,0,0,2.74537799778573,0,0,2.43761817963192,0,0,0,2.74640301034658,1.42981061127157,0,0,0,0,0,2.66858472664151,0,0.0623831643193106,0,1.39160469926257,0.0474475493265521,0.282411598746329,5.80737767063533,0.912390098138214,0.26
"50",50,0,0,0,2.41593638866889,0,0,3.17910207185305,0,0,0,2.35512222597503,1.32904042786009,0,0,0,0,0,2.54479250588361,0,0,0,1.37517409058152,0,0,5.08537518989804,0.169134547604596,0.28
"51",51,0,0,0,2.65276112300695,0,0,1.4257619791657,0,0,0,2.49011432684801,0.410976684444625,0,0,0,0,0,2.3559360433553,0,0.0598763072678149,0,1.40177734655952,0.0211218893672485,0.145829750220617,5.61848896519716,0.765557684225528,0.34
"52",52,0,0,0,2.77677751407705,0,0,0.367160398952776,0,0,0,2.66990470742169,1.24699089493567,0,0,0,0,0,2.51803020019727,0,0.0996162529700168,0,1.4830745178721,0.0485620489109447,0.202332350839014,5.72098043470677,0.688908442885063,0.27
"53",53,0,0,0,1.54766373388078,0,0,0.37807102665623,0,0,0,2.64578917987172,1.1739958806291,0,0,0,0,0,2.31096556939664,0,0.131348355525467,0,2.40923268735888,0.288152401245104,0.294011911979113,5.73692030136041,0.768588806806592,0.21
"54",54,0,0,0,1.55898583054327,0,0,0.183126375976867,0,0,0,1.95841605009126,0.328638446767805,0,0,0,0,0,2.00101650398871,0,0.0912452397651858,0,2.21631981378555,0.0610020418924916,0,4.95963250285994,0.200032371093645,0.34
"55",55,0,0,0,2.27229489282392,0,0,0.276637356274629,0,0,0,2.35124660544388,0.872188106534029,0,0,0,0,0,1.27014376461036,0,0.0367881967412059,0,1.72416586603854,0.00351669734053079,0.0401115582598466,5.39194483426393,0.408889984379362,0.27
"56",56,0,0,0,1.16465864857887,0,0,1.12424540618005,0,0,0,1.85956036308057,0.465841053356276,0,0,0,0,0,1.79419892446188,0,3.42960866792366,0,1.08075626414491,0,0,4.83680200634885,0.142977761090853,0.05
"57",57,0,0,0,4.22098644650929e-05,0,0,0.0622986899271912,0,0,0,1.6050335620317,0.262209023406508,0,0,0,0,0,0.956865144262444,0,0.185245302341905,0,2.52118581159837,0.189098051432719,0,4.80890812551102,0.152425731464271,0.2
"58",58,0,0,0,0.219012803827243,0,0,0.310588832462507,0,0,0,2.01565657393946,1.27731289859743,0,0,0,0,0,1.88591208085064,0,0.012647094191275,0,1.98403610791406,0,0,4.9385426128179,0.0986647551721472,0.26
"59",59,0,0,0,0,0,0,0.0495799373583796,0,0,0,1.48959249347889,0.11372755009512,0,0,0,0,0,0.506190369897505,0,0,0,1.31565305447491,0,0,4.63660318493849,0.0764742105007827,0.42
"60",60,0,0,0,0,0,0,0,0,0,0,2.29454497517205,0.221115403556105,0,0,0,0,0,2.30344088798418,0,0.0855424140002062,0,2.35351239800012,0.077517618659958,0.0430823583419647,5.2974228605515,0.360548310266699,0.32
"61",61,0,0,0,0.173628532848778,0,0,2.50599123891287,0,0,0,2.71185321497838,1.34696191501391,0,0,0,0,0,2.45557513003476,0,0.0839484836868818,0,1.53886568361698,0.0578396498654889,0.234421460636615,5.78454712254682,0.848670859316616,0.23
"62",62,0,0,0,0.0980394773523358,0,0,1.43119124375084,0,0,0,2.19350900743853,1.06747617909382,0,0,0,0,0,1.02022089524016,0,0,0,0.287846916974351,0,0.0363110405637292,5.31491583739247,0.33582216821123,0.25
"63",63,0,0,0,0.0981722241140527,0,0,1.64566188152397,0,0,0,2.5897608147466,1.20638205511433,0,0,0,0,0,2.38661056911318,0,0.00549249234243902,0,0.310709219384826,0,0.18402266358012,5.7264823421595,0.808833299775669,0.27
"64",64,0,0,0,1.2241708430827,0,0,1.56647293774561,0,0,0,2.21424123229988,1.22839991231484,0,0,0,0,0,2.28108590713877,0,0,0,0.184680673664553,0,0,5.29446799821702,0.245821614351634,0.37
"65",65,0,0,0,1.85013599552947,0,0,1.82097457151316,0,0,0,1.81128370529779,0.535995850229383,0,0,0,0,0,1.95862815624555,0,1.24488564245404,0,0.198722162672602,0,0,4.83633248985067,0.102712169828516,0.33
"66",66,0,0,0,1.94452304886402,0,0,1.26720013154134,0,0,0,2.25478852710814,0.360159639212663,0,0,0,0,0,2.35183837606462,0,0,0,0.116915393962359,0,0,5.24754273223798,0.2038163781753,0.39
"67",67,0,0,0,1.96466005875201,0,0,1.72737162982941,0,0,0,2.3052731384378,0.446512613758961,0,0,0,0,0,2.05307934146234,0,0,0,0.186373224260943,0,0.115580979636185,5.58632150475449,1.05953573786143,0.32
"68",68,0,0,0,1.78943941434542,0,0,2.68753487298655,0,0,0,2.58746739767838,1.34721729827567,0,0,0,0,0,2.49691448643294,0,0.131746793401212,0,0.318451157740617,0,0.160008416968376,5.65734962694888,0.702516517045095,0.27
"69",69,0,0,0,2.98999483336484,0,0,2.8716172200251,0,0,0,2.58666404275142,1.48031764202822,0,0,0,0,0,2.73971053846366,0,0.148337995950129,0,0.360981084995289,0,0.0515306669903298,5.45591125438689,0.303220224172006,0.24
"70",70,0,0,0,2.91863025139818,0,0,2.28152176951094,0,0,0,2.47333281158668,0.432011166533197,0,0,0,0,0,2.51765326619238,0,0.0287100077344409,0,0.266389731630166,0,0.0697146061198598,5.47360823055503,0.520183288249611,0.31
"71",71,0,0,0,2.81114653422992,0,0,1.42165119792299,0,0,0,2.60499925367591,1.31227210861337,0,0,0,0,0,2.57978106440249,0,0.0474407947830964,0,0.281418266269738,0,0.150511864996963,5.6833232502213,0.699955274870927,0.3
"72",72,0,0,0,1.70759627153231,0,0,0.547767066262525,0,0,0,2.51562632062845,1.23482641158702,0,0,0,0,0,2.08674822689561,0,0.102015545678984,0,0.298887076956478,0,0.220078508642419,5.74229307929055,0.853591328789815,0.25
"73",73,0,0,0,2.68622601421539,0,0,0.282895810128619,0,0,0,2.5317484993458,0.456378488056013,0,0,0,0,0,2.31973822529317,0,0.0225872636829201,0,0.232371386890729,0,0.186721467218758,5.66074958552096,0.672686691393841,0.29
"74",74,0,0,0,1.74217665666796,0,0,0.246003299297015,0,0,0,2.4565048723314,0.291416043129061,0,0,0,0,0,2.20157657494966,0,0.000724385871525421,0,1.40596914545429,0.00755095011848025,0.17028205000071,5.64959730197993,0.86277996544728,0.32
"75",75,0,0,0,2.27188200862619,0,0,0.167443228133688,0,0,0,1.36390650022607,0.301680297215921,0,0,0,0,0,1.78413076919957,0,0,0,1.28334923900221,0,0,4.89486626569347,0.161649714336668,0.33
"76",76,0,0,0,1.44882372347934,0,0,0.158347608041297,0,0,0,1.79120410964911,0.3017630363717,0,0,0,0,0,0.671942998049121,0,0.0530375043396951,0,1.4423677647802,0,0,4.92160963683152,0.161563362401097,0.3
"77",77,0,0,0.402962653453569,0,0,0.0858012919468803,0,0,0,0,0.185906287990043,0,0,0,0.0592056447887784,0,0,0,0,0.19601279946622,0,1.91291554256355,0,0,2.22346124967303,0,0.12
"78",78,0,0.99386100359307,0,0,0.837602138949224,0.0534947681897554,0,0,0,0,1.46841864324908,0,1.87985271807551,0,0,0,0,0,0,0.362330421870652,0,3.82655024286793,0.84169201053484,0.74222862053911,1.97893249032452,0,0.21
"79",79,0,0,0,0.0979018229265345,0,0,1.54588593175113,0,0,0,2.19376992254069,1.29223065113817,0,0,0,0,0,2.23792970074219,0,0,0,1.32948186733949,0,0,5.22654418195021,0.181275336195198,0.36
"80",80,0,0,0,0,0,0,0,0,0,0,0.351620740941037,0,0,0,0,0,0,0.402526530961057,0,0,0,1.23471993054967,0,0,3.76347768907065,0,0.37
"81",81,0,0,0,0.23493923947265,0,0,2.95000250998514,0,0,0,2.44907604596027,1.30074489667239,0,0,0,0,0,2.47816696242097,0,0.0218040087234092,0,0.471338296875776,0,0.0631596058563264,5.45675829902672,0.381820381184643,0.25
"82",82,0,0,0,0.0790241460559164,0,0,2.25143774164246,0,0,0,2.40184816543916,0.313892019197449,0,0,0,0,0,2.16814618213659,0,0,0,0.248260067895833,0,0.0462344715648273,5.42395818788863,0.370268554103737,0.36
"83",83,0,0,0,0.0520264552745424,0,0,2.20147759522638,0,0,0,1.98196182996529,1.21375380882196,0,0,0,0,0,2.10058882488272,0,0,0,0.233256964151328,0,0,4.83812163108159,0.078434909651827,0.35
"84",84,0,0,0,1.28300456282858,0,0,2.50398827022732,0,0,0,2.21507777127752,0.372195613543776,0,0,0,0,0,2.19726113264815,0,0,0,0.0780062457169288,0,0,5.16823666110612,0.248538859948098,0.35
"85",85,0,0,0,0.185484042190427,0,0,1.69185151834486,0,0,0,1.74719254895833,0.547274056570597,0,0,0,0,0,1.81248613817455,0,0,0,0.397121736878059,0,0.0221595196673787,5.31281116939,1.00341268184896,0.27
"86",86,0,0,0,1.40702980219492,0,0,2.24299500165078,0,0,0,2.05874719060853,1.21289583385511,0,0,0,0,0,1.27934844586353,0,0.0411292158726867,0,0.415765318537137,0,0,5.16480083900047,0.248512382929211,0.23
"87",87,0,0,0,1.99038650620577,0,1.35342450159816,1.45865674185578,0,0,0,1.97262130281778,0.547904350158849,0,0,0,0,0,2.05404164769788,0,0.0507913867349988,0,0.619042557167249,0,0,5.00613871643942,0.194770772134501,0.38
"88",88,0,0,0,2.36301601758416,0,0,2.28309991443652,0,0,0,1.96378153045764,0.426119029158255,0,0,0,0,0,1.32865381086659,0,0,0,0.188122436802728,0,0,4.89643173965187,0.122336948029543,0.29
